speed_ratio,kW
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.33
29.27,0.40
9.76,0.10
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
8.02,0.13
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.33
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.30
29.27,0.33
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.35
29.27,0.37
29.27,0.83
45.02,1.03
44.95,1.17
45.25,1.20
39.80,0.87
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.33
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
19.51,0.23
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.30
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.37
29.27,0.40
29.27,0.33
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.30
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.30
29.27,0.33
29.27,0.35
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.33
9.76,0.10
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
19.51,0.27
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.38
29.27,0.37
29.27,0.37
19.51,0.23
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
32.34,0.55
33.84,0.60
33.85,0.50
33.88,0.57
33.99,0.45
33.97,0.50
33.86,0.50
33.99,0.53
33.84,0.47
33.96,0.57
33.95,0.47
33.94,0.53
33.91,0.55
34.00,0.53
33.98,0.53
33.96,0.47
34.05,0.60
33.95,0.60
33.98,0.47
34.03,0.55
34.01,0.57
33.93,0.47
33.90,0.53
33.94,0.53
34.01,0.55
33.93,0.53
33.92,0.50
33.95,0.60
33.93,0.60
34.02,0.45
34.04,0.53
22.60,0.40
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
9.76,0.10
29.27,0.40
29.27,0.35
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.33
29.27,0.37
29.27,0.30
29.27,0.40
29.27,0.35
29.27,0.35
29.27,0.37
29.27,0.38
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.30
29.27,0.33
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.40
0.00,0.13
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
29.27,0.27
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.37
29.27,0.35
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.33
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.33
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.30
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.37
29.27,0.35
29.27,0.40
29.27,0.37
29.27,0.30
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.33
29.27,0.37
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.35
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.35
29.27,0.40
29.27,0.35
29.27,0.40
29.27,0.40
29.27,0.35
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.30
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.33
38.85,0.63
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.30
29.27,0.30
29.27,0.37
29.27,0.35
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.30
29.27,0.37
29.27,0.30
29.27,0.40
29.27,0.35
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.35
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.35
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.35
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.37
29.27,0.35
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.33
29.27,0.37
29.27,0.37
29.27,0.35
29.27,0.33
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.33
29.27,0.35
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.30
29.27,0.33
29.27,0.37
29.27,0.33
29.27,0.35
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.35
29.27,0.33
29.27,0.35
29.27,0.37
29.27,0.33
29.27,0.33
29.27,0.33
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.33
29.27,0.33
29.27,0.33
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.30
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.40
29.27,0.37
29.27,0.37
29.27,0.37
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.35
29.27,0.33
29.27,0.40
29.27,0.40
29.27,0.40
29.27,0.40
19.51,0.20
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
